FirstName,LastName,DisplayName,UserPrincipalName,SamAccountName,Email,Department,Title,Office,Company,Country,City,State,PostalCode,StreetAddress,TelephoneNumber,Mobile,EmployeeID,Manager,Description,Created,LastLogon,PasswordLastSet,AccountExpires,Locked,PwdNeverExpires,proxyAddresses,mailNickname,userAccountControl,employeeType,initials,titleCode,homeDirectory,homeDrive,scriptPath,profilePath,lastBadPasswordAttempt,badPwdCount,msExchHideFromAddressLists,extensionAttribute1,extensionAttribute2,extensionAttribute3
芳,许,芳 许,芳许@psscripts.com,芳许,芳许@psscripts.com,Finance,Specialist,Regional Office,PSscripts,China,梅市,,465538,史街M座,14792702755,13988528949,31822,john.doe@psscripts.com,Specialist in Finance,2023-12-06 22:34:17,2024-10-29 22:34:17,2023-12-11 22:34:17,,True,True,SMTP:芳许@psscripts.com;smtp:芳.许@alias.psscripts.com,芳许,512,Contractor,芳许,TC142,\\fileserver\home\芳许,H:,logon.bat,\\server\profiles\芳许,2024-09-15 22:34:17,10,False,图片,孩子,可是
文,李,文 李,文李@phscripts.com,文李,文李@phscripts.com,IT,Specialist,Branch East,PHscripts,China,海口县,,961548,合肥街m座,15610880871,18886038090,97885,jane.smith@phscripts.com,Specialist in IT,2023-08-13 14:42:23,2024-05-01 14:42:23,2023-08-18 14:42:23,,False,True,SMTP:文李@phscripts.com;smtp:文.李@alias.phscripts.com,文李,512,Contractor,文李,TC966,\\fileserver\home\文李,H:,logon.bat,\\server\profiles\文李,2024-03-31 14:42:23,7,True,地址,图片,只要
玉珍,杨,玉珍 杨,玉杨@contoso.com,玉杨,玉杨@contoso.com,HR,Administrator,Regional Office,Contoso,China,丽华县,,656182,夏路V座,18669415210,18721701227,93263,jane.smith@contoso.com,Administrator in HR,2024-05-12 08:33:50,2024-10-24 08:33:50,2024-05-17 08:33:50,,False,True,SMTP:玉杨@contoso.com;smtp:玉珍.杨@alias.contoso.com,玉杨,512,Intern,玉杨,TC490,\\fileserver\home\玉杨,H:,logon.bat,\\server\profiles\玉杨,2024-10-02 08:33:50,1,True,在线,男人,环境
静,靳,静 靳,静靳@phinit.com,静靳,静靳@phinit.com,Finance,Manager,Branch East,PhinIT,China,秀云市,,877228,潘街c座,18920934569,13913572967,97638,john.doe@phinit.com,Manager in Finance,2023-12-15 08:49:34,2024-05-08 08:49:34,2023-12-20 08:49:34,,True,False,SMTP:静靳@phinit.com;smtp:静.靳@alias.phinit.com,静靳,512,Contractor,静靳,TC911,\\fileserver\home\静靳,H:,logon.bat,\\server\profiles\静靳,2024-03-09 08:49:34,10,False,电脑,世界,成为
坤,冀,坤 冀,坤冀@psscripts.com,坤冀,坤冀@psscripts.com,Sales,Specialist,Regional Office,PSscripts,China,梧州县,,647702,刘街Q座,15397760098,18521979906,94857,max.mustermann@psscripts.com,Specialist in Sales,2023-12-10 23:02:16,2024-07-15 23:02:16,2023-12-15 23:02:16,,False,False,SMTP:坤冀@psscripts.com;smtp:坤.冀@alias.psscripts.com,坤冀,514,Intern,坤冀,TC940,\\fileserver\home\坤冀,H:,logon.bat,\\server\profiles\坤冀,2024-06-12 23:02:16,4,False,加入,只要,可以
岩,谢,岩 谢,岩谢@phscripts.com,岩谢,岩谢@phscripts.com,Sales,Manager,Regional Office,PHscripts,China,丹县,,932120,郑路m座,13625264042,13237308519,93910,jane.smith@phscripts.com,Manager in Sales,2024-05-22 10:33:04,2025-05-16 10:33:04,2024-05-27 10:33:04,,True,False,SMTP:岩谢@phscripts.com;smtp:岩.谢@alias.phscripts.com,岩谢,544,Contractor,岩谢,TC187,\\fileserver\home\岩谢,H:,logon.bat,\\server\profiles\岩谢,2025-04-28 10:33:04,8,True,今天,简介,实现
颖,孙,颖 孙,颖孙@contoso.com,颖孙,颖孙@contoso.com,Marketing,Manager,Branch West,Contoso,China,兴安盟县,,709169,荆门路Y座,18891965377,13902189501,43315,jane.smith@contoso.com,Manager in Marketing,2023-09-10 00:11:10,2024-04-25 00:11:10,2023-09-15 00:11:10,,True,True,SMTP:颖孙@contoso.com;smtp:颖.孙@alias.contoso.com,颖孙,514,Permanent,颖孙,TC475,\\fileserver\home\颖孙,H:,logon.bat,\\server\profiles\颖孙,2024-03-08 00:11:10,9,False,文章,任何,空间
七夏,石川,七夏 石川,七石川@phinit.com,七石川,七石川@phinit.com,Support,Engineer,Branch East,PhinIT,Japan,千代田区,,220-1878,667 小林 Street,16-7827-4232,080-6498-6595,63475,max.mustermann@phinit.com,Engineer in Support,2024-02-24 07:50:37,2024-04-07 07:50:37,2024-02-29 07:50:37,,True,False,SMTP:七石川@phinit.com;smtp:七夏.石川@alias.phinit.com,七石川,512,Permanent,七石,TC784,\\fileserver\home\七石川,H:,logon.bat,\\server\profiles\七石川,2024-03-08 07:50:37,3,True,感謝する,フレーム,テント
学,田中,学 田中,学田中@psscripts.com,学田中,学田中@psscripts.com,IT,Specialist,Branch West,PSscripts,Japan,荒川区,,030-3145,739 藤井 Street,070-6942-0888,090-0694-0094,12511,jane.smith@psscripts.com,Specialist in IT,2024-05-19 14:26:31,2025-01-11 14:26:31,2024-05-24 14:26:31,,False,False,SMTP:学田中@psscripts.com;smtp:学.田中@alias.psscripts.com,学田中,544,Intern,学田,TC656,\\fileserver\home\学田中,H:,logon.bat,\\server\profiles\学田中,2025-01-10 14:26:31,7,False,舗装,差別する,プラスチック
稔,中島,稔 中島,稔中島@phscripts.com,稔中島,稔中島@phscripts.com,HR,Administrator,Branch East,PHscripts,Japan,中央区,,567-6396,414 中村 Street,67-3976-7090,99-5069-8501,84437,jane.smith@phscripts.com,Administrator in HR,2023-12-16 01:06:32,2025-01-02 01:06:32,2023-12-21 01:06:32,,False,True,SMTP:稔中島@phscripts.com;smtp:稔.中島@alias.phscripts.com,稔中島,544,Permanent,稔中,TC718,\\fileserver\home\稔中島,H:,logon.bat,\\server\profiles\稔中島,2024-11-30 01:06:32,5,False,意図,参加する,血まみれの
裕太,山崎,裕太 山崎,裕山崎@contoso.com,裕山崎,裕山崎@contoso.com,Marketing,Specialist,Branch West,Contoso,Japan,御蔵島村,,457-1379,084 福田 Street,070-4806-5789,56-6874-1222,28452,max.mustermann@contoso.com,Specialist in Marketing,2023-12-20 08:51:54,2024-12-05 08:51:54,2023-12-25 08:51:54,,False,False,SMTP:裕山崎@contoso.com;smtp:裕太.山崎@alias.contoso.com,裕山崎,512,Intern,裕山,TC874,\\fileserver\home\裕山崎,H:,logon.bat,\\server\profiles\裕山崎,2024-11-21 08:51:54,0,True,クロス,本質的な,ノート
知実,鈴木,知実 鈴木,知鈴木@phinit.com,知鈴木,知鈴木@phinit.com,HR,Administrator,Branch East,PhinIT,Japan,川崎市多摩区,,328-3508,548 山本 Street,080-1787-4900,080-4615-7800,41619,john.doe@phinit.com,Administrator in HR,2023-12-03 07:07:56,2024-12-29 07:07:56,2023-12-08 07:07:56,,False,True,SMTP:知鈴木@phinit.com;smtp:知実.鈴木@alias.phinit.com,知鈴木,514,Contractor,知鈴,TC377,\\fileserver\home\知鈴木,H:,logon.bat,\\server\profiles\知鈴木,2024-11-02 07:07:56,2,False,トス,ダイヤモンド,持っていました
浩,山本,浩 山本,浩山本@psscripts.com,浩山本,浩山本@psscripts.com,IT,Consultant,Regional Office,PSscripts,Japan,西多摩郡日の出町,,835-6787,136 田中 Street,96-1828-4449,070-3886-5945,16335,jane.smith@psscripts.com,Consultant in IT,2023-09-18 15:52:31,2024-10-15 15:52:31,2023-09-23 15:52:31,,True,True,SMTP:浩山本@psscripts.com;smtp:浩.山本@alias.psscripts.com,浩山本,544,Permanent,浩山,TC246,\\fileserver\home\浩山本,H:,logon.bat,\\server\profiles\浩山本,2024-09-17 15:52:31,8,True,指名,副,学生
香織,松田,香織 松田,香松田@phscripts.com,香松田,香松田@phscripts.com,HR,Specialist,Branch West,PHscripts,Japan,香取郡多古町,,478-4036,253 山本 Street,080-2400-9552,090-6747-3111,36872,max.mustermann@phscripts.com,Specialist in HR,2023-07-24 11:06:15,2023-10-13 11:06:15,2023-07-29 11:06:15,,True,False,SMTP:香松田@phscripts.com;smtp:香織.松田@alias.phscripts.com,香松田,544,Contractor,香松,TC814,\\fileserver\home\香松田,H:,logon.bat,\\server\profiles\香松田,2023-09-21 11:06:15,7,True,中央,月,ダイヤモンド
洋介,佐々木,洋介 佐々木,洋佐々木@contoso.com,洋佐々木,洋佐々木@contoso.com,HR,Analyst,Regional Office,Contoso,Japan,武蔵村山市,,428-2343,875 山下 Street,03-9886-9637,070-2987-1819,14647,john.doe@contoso.com,Analyst in HR,2023-07-22 01:16:00,2023-12-09 01:16:00,2023-07-27 01:16:00,,False,False,SMTP:洋佐々木@contoso.com;smtp:洋介.佐々木@alias.contoso.com,洋佐々木,514,Intern,洋佐,TC372,\\fileserver\home\洋佐々木,H:,logon.bat,\\server\profiles\洋佐々木,2023-11-08 01:16:00,8,True,スペル,再現する,管理する
裕樹,後藤,裕樹 後藤,裕後藤@phinit.com,裕後藤,裕後藤@phinit.com,Finance,Manager,Branch East,PhinIT,Japan,新宿区,,911-9487,666 佐藤 Street,090-5903-9651,080-5936-8312,34813,max.mustermann@phinit.com,Manager in Finance,2023-09-29 10:04:11,2024-08-01 10:04:11,2023-10-04 10:04:11,,True,True,SMTP:裕後藤@phinit.com;smtp:裕樹.後藤@alias.phinit.com,裕後藤,512,Intern,裕後,TC539,\\fileserver\home\裕後藤,H:,logon.bat,\\server\profiles\裕後藤,2024-06-21 10:04:11,2,True,コンペ,式,自体
春香,池田,春香 池田,春池田@psscripts.com,春池田,春池田@psscripts.com,Finance,Manager,Branch West,PSscripts,Japan,横浜市戸塚区,,769-6701,555 藤原 Street,070-8038-4102,090-4585-1813,47069,max.mustermann@psscripts.com,Manager in Finance,2023-07-11 05:50:16,2023-12-11 05:50:16,2023-07-16 05:50:16,,True,True,SMTP:春池田@psscripts.com;smtp:春香.池田@alias.psscripts.com,春池田,544,Intern,春池,TC507,\\fileserver\home\春池田,H:,logon.bat,\\server\profiles\春池田,2023-11-01 05:50:16,4,False,副,ハードウェア,犯罪者
花子,藤井,花子 藤井,花藤井@phscripts.com,花藤井,花藤井@phscripts.com,IT,Manager,Regional Office,PHscripts,Japan,立川市,,258-0856,240 後藤 Street,090-1948-6640,090-3330-1084,92535,max.mustermann@phscripts.com,Manager in IT,2024-01-13 12:25:34,2024-05-03 12:25:34,2024-01-18 12:25:34,,True,True,SMTP:花藤井@phscripts.com;smtp:花子.藤井@alias.phscripts.com,花藤井,512,Permanent,花藤,TC759,\\fileserver\home\花藤井,H:,logon.bat,\\server\profiles\花藤井,2024-05-01 12:25:34,7,False,主婦,ない,暖かい
直人,松本,直人 松本,直松本@contoso.com,直松本,直松本@contoso.com,Sales,Specialist,Branch East,Contoso,Japan,西多摩郡日の出町,,461-6956,402 森 Street,070-0835-5820,090-3872-3699,98904,john.doe@contoso.com,Specialist in Sales,2024-05-30 01:28:45,2024-09-27 01:28:45,2024-06-04 01:28:45,,True,True,SMTP:直松本@contoso.com;smtp:直人.松本@alias.contoso.com,直松本,544,Contractor,直松,TC483,\\fileserver\home\直松本,H:,logon.bat,\\server\profiles\直松本,2024-09-06 01:28:45,9,True,催眠術,擁する,学生
浩,青木,浩 青木,浩青木@phinit.com,浩青木,浩青木@phinit.com,Sales,Manager,Branch East,PhinIT,Japan,国分寺市,,766-1063,782 林 Street,080-1367-7722,57-1086-8366,41458,john.doe@phinit.com,Manager in Sales,2023-09-18 07:11:46,2024-01-01 07:11:46,2023-09-23 07:11:46,,False,True,SMTP:浩青木@phinit.com;smtp:浩.青木@alias.phinit.com,浩青木,512,Contractor,浩青,TC519,\\fileserver\home\浩青木,H:,logon.bat,\\server\profiles\浩青木,2023-12-03 07:11:46,4,True,呼ぶ,パン,ストレージ
陽子,山崎,陽子 山崎,陽山崎@psscripts.com,陽山崎,陽山崎@psscripts.com,Support,Manager,HQ,PSscripts,Japan,長生郡一宮町,,268-7541,272 鈴木 Street,070-4423-5640,080-9130-6806,64198,john.doe@psscripts.com,Manager in Support,2024-03-12 00:57:30,2025-03-15 00:57:30,2024-03-17 00:57:30,,True,True,SMTP:陽山崎@psscripts.com;smtp:陽子.山崎@alias.psscripts.com,陽山崎,512,Permanent,陽山,TC889,\\fileserver\home\陽山崎,H:,logon.bat,\\server\profiles\陽山崎,2025-02-18 00:57:30,5,True,パン,犯罪者,転倒
七夏,西村,七夏 西村,七西村@phscripts.com,七西村,七西村@phscripts.com,IT,Manager,Regional Office,PHscripts,Japan,小笠原村,,281-8785,298 森 Street,080-3339-1318,070-3210-4232,76131,max.mustermann@phscripts.com,Manager in IT,2024-04-13 09:32:55,2025-01-19 09:32:55,2024-04-18 09:32:55,,True,False,SMTP:七西村@phscripts.com;smtp:七夏.西村@alias.phscripts.com,七西村,544,Permanent,七西,TC684,\\fileserver\home\七西村,H:,logon.bat,\\server\profiles\七西村,2024-12-19 09:32:55,9,True,ノート,パン,極端な
裕樹,高橋,裕樹 高橋,裕高橋@contoso.com,裕高橋,裕高橋@contoso.com,HR,Engineer,Remote,Contoso,Japan,印旛郡酒々井町,,623-9363,438 三浦 Street,070-7243-6320,070-0023-7531,59215,john.doe@contoso.com,Engineer in HR,2023-11-25 13:39:09,2024-05-11 13:39:09,2023-11-30 13:39:09,,True,True,SMTP:裕高橋@contoso.com;smtp:裕樹.高橋@alias.contoso.com,裕高橋,512,Permanent,裕高,TC580,\\fileserver\home\裕高橋,H:,logon.bat,\\server\profiles\裕高橋,2024-03-18 13:39:09,6,False,タワー,反射,見出し
浩,青木,浩 青木,浩青木@phinit.com,浩青木,浩青木@phinit.com,HR,Specialist,Regional Office,PhinIT,Japan,横浜市泉区,,261-7046,484 高橋 Street,080-3913-9979,080-4827-8797,48723,john.doe@phinit.com,Specialist in HR,2023-06-21 22:26:16,2023-10-15 22:26:16,2023-06-26 22:26:16,,True,False,SMTP:浩青木@phinit.com;smtp:浩.青木@alias.phinit.com,浩青木,514,Permanent,浩青,TC997,\\fileserver\home\浩青木,H:,logon.bat,\\server\profiles\浩青木,2023-09-25 22:26:16,3,True,リフト,ささやき,保証金
あすか,藤田,あすか 藤田,あ藤田@psscripts.com,あ藤田,あ藤田@psscripts.com,IT,Administrator,Regional Office,PSscripts,Japan,横浜市港南区,,989-8431,599 佐藤 Street,090-3493-8257,090-4845-6746,33078,max.mustermann@psscripts.com,Administrator in IT,2024-02-06 03:03:09,2025-03-03 03:03:09,2024-02-11 03:03:09,,False,True,SMTP:あ藤田@psscripts.com;smtp:あすか.藤田@alias.psscripts.com,あ藤田,544,Permanent,あ藤,TC249,\\fileserver\home\あ藤田,H:,logon.bat,\\server\profiles\あ藤田,2025-01-20 03:03:09,5,True,差別する,脊椎,賞賛する
明美,田中,明美 田中,明田中@phscripts.com,明田中,明田中@phscripts.com,HR,Consultant,Branch West,PHscripts,Japan,富里市,,743-1204,767 山下 Street,070-8839-8951,080-8739-1702,60984,john.doe@phscripts.com,Consultant in HR,2024-03-20 00:01:54,2024-05-18 00:01:54,2024-03-25 00:01:54,,False,True,SMTP:明田中@phscripts.com;smtp:明美.田中@alias.phscripts.com,明田中,514,Permanent,明田,TC743,\\fileserver\home\明田中,H:,logon.bat,\\server\profiles\明田中,2024-04-19 00:01:54,8,True,陶器,フェミニスト,数字
香織,木村,香織 木村,香木村@contoso.com,香木村,香木村@contoso.com,Support,Analyst,Remote,Contoso,Japan,匝瑳市,,910-7350,266 池田 Street,080-4176-1251,070-6264-2174,41379,jane.smith@contoso.com,Analyst in Support,2023-08-13 20:13:11,2024-03-13 20:13:11,2023-08-18 20:13:11,,False,True,SMTP:香木村@contoso.com;smtp:香織.木村@alias.contoso.com,香木村,512,Permanent,香木,TC506,\\fileserver\home\香木村,H:,logon.bat,\\server\profiles\香木村,2024-01-16 20:13:11,9,False,あなた自身,擁する,数字
กรพนธ์,ธนประทีป,กรพนธ์ ธนประทีป,กธนประทีป@phinit.com,กธนประทีป,กธนประทีป@phinit.com,IT,Administrator,Branch East,PhinIT,Thailand,หาดใหญ่,,71860,84 ถนนเนื่องนนท์,+664 374 3908,044-109081,69702,max.mustermann@phinit.com,Administrator in IT,2024-03-23 15:12:59,2025-01-29 15:12:59,2024-03-28 15:12:59,,False,True,SMTP:กธนประทีป@phinit.com;smtp:กรพนธ์.ธนประทีป@alias.phinit.com,กธนประทีป,512,Contractor,กธ,TC923,\\fileserver\home\กธนประทีป,H:,logon.bat,\\server\profiles\กธนประทีป,2025-01-14 15:12:59,7,True,เย็น,ตั้งแต่,อ่อนหวาน
จันทนา,ทรัพย์สาร,จันทนา ทรัพย์สาร,จทรัพย์สาร@psscripts.com,จทรัพย์สาร,จทรัพย์สาร@psscripts.com,IT,Engineer,Branch East,PSscripts,Thailand,แม่สอด,,70560,90 หมู่ 9 ถนนอัตตนาถ,0 7463 8226,057196152,16848,john.doe@psscripts.com,Engineer in IT,2024-05-26 19:36:55,2024-09-17 19:36:55,2024-05-31 19:36:55,,True,False,SMTP:จทรัพย์สาร@psscripts.com;smtp:จันทนา.ทรัพย์สาร@alias.psscripts.com,จทรัพย์สาร,512,Intern,จท,TC557,\\fileserver\home\จทรัพย์สาร,H:,logon.bat,\\server\profiles\จทรัพย์สาร,2024-08-24 19:36:55,3,False,ปกครอง,กรดไหลย้อน,รถบัส
ภควัฒน์,นพตระกูล,ภควัฒน์ นพตระกูล,ภนพตระกูล@phscripts.com,ภนพตระกูล,ภนพตระกูล@phscripts.com,Support,Analyst,Branch East,PHscripts,Thailand,ยะลา,,99910,664/57 ถนนราชมณี,046-747680,063 478 8921,13240,jane.smith@phscripts.com,Analyst in Support,2023-09-23 13:15:53,2024-03-07 13:15:53,2023-09-28 13:15:53,,True,True,SMTP:ภนพตระกูล@phscripts.com;smtp:ภควัฒน์.นพตระกูล@alias.phscripts.com,ภนพตระกูล,514,Intern,ภน,TC754,\\fileserver\home\ภนพตระกูล,H:,logon.bat,\\server\profiles\ภนพตระกูล,2024-01-30 13:15:53,8,False,ตีน,ทอดมัน,ซ่อน
ไมล์,ยะผา,ไมล์ ยะผา,ไยะผา@contoso.com,ไยะผา,ไยะผา@contoso.com,Support,Administrator,Branch East,Contoso,Thailand,อุบลราชธานี,,67190,57 ถนนนำธวัช,+66 (0) 2208 9609,+66 (0) 4513 3628,60230,jane.smith@contoso.com,Administrator in Support,2023-12-26 07:06:39,2024-03-21 07:06:39,2023-12-31 07:06:39,,False,False,SMTP:ไยะผา@contoso.com;smtp:ไมล์.ยะผา@alias.contoso.com,ไยะผา,514,Permanent,ไย,TC117,\\fileserver\home\ไยะผา,H:,logon.bat,\\server\profiles\ไยะผา,2024-03-05 07:06:39,8,True,ลูก,กำ,ประพฤติ
เบญญาทิพย์,ทวนทอง,เบญญาทิพย์ ทวนทอง,เทวนทอง@phinit.com,เทวนทอง,เทวนทอง@phinit.com,IT,Engineer,Branch East,PhinIT,Thailand,ภูเก็ต,,97190,788/3 ถนนสงประเสริฐ,0-4587-7637,027-895275,70448,jane.smith@phinit.com,Engineer in IT,2023-10-15 16:29:02,2024-01-13 16:29:02,2023-10-20 16:29:02,,True,True,SMTP:เทวนทอง@phinit.com;smtp:เบญญาทิพย์.ทวนทอง@alias.phinit.com,เทวนทอง,512,Permanent,เท,TC384,\\fileserver\home\เทวนทอง,H:,logon.bat,\\server\profiles\เทวนทอง,2023-12-30 16:29:02,9,True,องค์,ผสม,กลางคืน
วิทูลย์,ธนูปกรณ์,วิทูลย์ ธนูปกรณ์,วธนูปกรณ์@psscripts.com,วธนูปกรณ์,วธนูปกรณ์@psscripts.com,HR,Analyst,Branch East,PSscripts,Thailand,สงขลา,,76720,2/3 ถ.กุมารบุญ,074796982,05 059 0235,27573,max.mustermann@psscripts.com,Analyst in HR,2024-04-24 20:44:56,2025-04-29 20:44:56,2024-04-29 20:44:56,,True,False,SMTP:วธนูปกรณ์@psscripts.com;smtp:วิทูลย์.ธนูปกรณ์@alias.psscripts.com,วธนูปกรณ์,514,Contractor,วธ,TC916,\\fileserver\home\วธนูปกรณ์,H:,logon.bat,\\server\profiles\วธนูปกรณ์,2025-03-25 20:44:56,9,True,จ๋า,เพราะ,ปกครอง
รังสินี,ขอหมั่นกลาง,รังสินี ขอหมั่นกลาง,รขอหมั่นกลาง@phscripts.com,รขอหมั่นกลาง,รขอหมั่นกลาง@phscripts.com,Finance,Consultant,Remote,PHscripts,Thailand,สุราษฎร์ธานี,,52660,7 ถ.ทองปากน้ำ,+66 2892 1185,+662 843 1491,73816,max.mustermann@phscripts.com,Consultant in Finance,2023-11-05 22:16:34,2024-05-15 22:16:34,2023-11-10 22:16:34,,False,True,SMTP:รขอหมั่นกลาง@phscripts.com;smtp:รังสินี.ขอหมั่นกลาง@alias.phscripts.com,รขอหมั่นกลาง,544,Permanent,รข,TC419,\\fileserver\home\รขอหมั่นกลาง,H:,logon.bat,\\server\profiles\รขอหมั่นกลาง,2024-04-30 22:16:34,9,True,เลี้ยว,บอก,เสรีนิยม
นิรันดร์,ตราชู,นิรันดร์ ตราชู,นตราชู@contoso.com,นตราชู,นตราชู@contoso.com,Sales,Consultant,Regional Office,Contoso,Thailand,แหลมฉบัง,,57490,72 หมู่ 21 ถ.ตะละภัฏ,+66 5116 0759,062 617 1166,70116,john.doe@contoso.com,Consultant in Sales,2024-01-04 10:12:18,2024-10-18 10:12:18,2024-01-09 10:12:18,,True,False,SMTP:นตราชู@contoso.com;smtp:นิรันดร์.ตราชู@alias.contoso.com,นตราชู,512,Contractor,นต,TC251,\\fileserver\home\นตราชู,H:,logon.bat,\\server\profiles\นตราชู,2024-09-14 10:12:18,9,True,เสียบ,โน่น,ดาวเทียม
จิณภัทตา,เนตร์มณี,จิณภัทตา เนตร์มณี,จเนตร์มณี@phinit.com,จเนตร์มณี,จเนตร์มณี@phinit.com,HR,Specialist,Remote,PhinIT,Thailand,อุดรธานี,,97370,40/63 ถ.ถนัดอักษร,02 252 1971,084 804 1812,67033,jane.smith@phinit.com,Specialist in HR,2024-06-03 00:31:29,2024-10-10 00:31:29,2024-06-08 00:31:29,,True,True,SMTP:จเนตร์มณี@phinit.com;smtp:จิณภัทตา.เนตร์มณี@alias.phinit.com,จเนตร์มณี,512,Intern,จเ,TC606,\\fileserver\home\จเนตร์มณี,H:,logon.bat,\\server\profiles\จเนตร์มณี,2024-08-18 00:31:29,10,False,หลังคา,แพ้,ขี่
ตอฮา,ร่มธิติรัตน์,ตอฮา ร่มธิติรัตน์,ตร่มธิติรัตน์@psscripts.com,ตร่มธิติรัตน์,ตร่มธิติรัตน์@psscripts.com,Sales,Specialist,Branch West,PSscripts,Thailand,พระนครศรีอยุธยา,,75760,06 หมู่ 4 ถนนนรวิทย์โชติกุล,032586401,+66 3729 6004,41641,max.mustermann@psscripts.com,Specialist in Sales,2023-11-19 10:27:33,2024-10-04 10:27:33,2023-11-24 10:27:33,,True,True,SMTP:ตร่มธิติรัตน์@psscripts.com;smtp:ตอฮา.ร่มธิติรัตน์@alias.psscripts.com,ตร่มธิติรัตน์,544,Intern,ตร,TC911,\\fileserver\home\ตร่มธิติรัตน์,H:,logon.bat,\\server\profiles\ตร่มธิติรัตน์,2024-09-02 10:27:33,4,True,เงา,ห่อข้าว,โน่น
จณิสตา,ดาวกระจาย,จณิสตา ดาวกระจาย,จดาวกระจาย@phscripts.com,จดาวกระจาย,จดาวกระจาย@phscripts.com,Support,Specialist,Branch East,PHscripts,Thailand,เชียงราย,,67910,7 ถนนตั้งกุลงาม,022-251267,07 525 7611,27070,jane.smith@phscripts.com,Specialist in Support,2023-12-22 02:16:39,2024-04-05 02:16:39,2023-12-27 02:16:39,,False,True,SMTP:จดาวกระจาย@phscripts.com;smtp:จณิสตา.ดาวกระจาย@alias.phscripts.com,จดาวกระจาย,544,Intern,จด,TC794,\\fileserver\home\จดาวกระจาย,H:,logon.bat,\\server\profiles\จดาวกระจาย,2024-03-26 02:16:39,6,True,ศิษย์,แข็ง,ทำสวน
ธีร์ธวันาย,เลิศกิ่ง,ธีร์ธวันาย เลิศกิ่ง,ธเลิศกิ่ง@contoso.com,ธเลิศกิ่ง,ธเลิศกิ่ง@contoso.com,Finance,Administrator,Regional Office,Contoso,Thailand,พระนครศรีอยุธยา,,14960,64/5 ถนนยางสวย,068 709 8242,+66 (0) 616 141 201,87467,jane.smith@contoso.com,Administrator in Finance,2023-12-27 08:59:51,2024-11-05 08:59:51,2024-01-01 08:59:51,,False,True,SMTP:ธเลิศกิ่ง@contoso.com;smtp:ธีร์ธวันาย.เลิศกิ่ง@alias.contoso.com,ธเลิศกิ่ง,514,Contractor,ธเ,TC535,\\fileserver\home\ธเลิศกิ่ง,H:,logon.bat,\\server\profiles\ธเลิศกิ่ง,2024-09-12 08:59:51,6,True,สาธารณรัฐ,นั่ง,ยูทูบ
อธิตยา,บุตดา,อธิตยา บุตดา,อบุตดา@phinit.com,อบุตดา,อบุตดา@phinit.com,Sales,Specialist,Branch West,PhinIT,Thailand,เชียงราย,,37480,519/79 ถ.แต้กุล,+66 (0) 839 228 906,+663 439 2994,81622,john.doe@phinit.com,Specialist in Sales,2023-09-28 21:51:52,2024-09-03 21:51:52,2023-10-03 21:51:52,,False,False,SMTP:อบุตดา@phinit.com;smtp:อธิตยา.บุตดา@alias.phinit.com,อบุตดา,514,Permanent,อบ,TC493,\\fileserver\home\อบุตดา,H:,logon.bat,\\server\profiles\อบุตดา,2024-08-21 21:51:52,4,True,กับ,บอก,รัฐบาล
สันติราษฎร์,ถนัดหัตถกรรม,สันติราษฎร์ ถนัดหัตถกรรม,สถนัดหัตถกรรม@psscripts.com,สถนัดหัตถกรรม,สถนัดหัตถกรรม@psscripts.com,Support,Analyst,Branch West,PSscripts,Thailand,อุดรธานี,,14340,70 หมู่ 73 ถ.บุญส่ง,+66 2917 6842,+66 (0) 647 520 198,60815,john.doe@psscripts.com,Analyst in Support,2024-02-24 07:11:07,2025-01-03 07:11:07,2024-02-29 07:11:07,,True,True,SMTP:สถนัดหัตถกรรม@psscripts.com;smtp:สันติราษฎร์.ถนัดหัตถกรรม@alias.psscripts.com,สถนัดหัตถกรรม,514,Intern,สถ,TC239,\\fileserver\home\สถนัดหัตถกรรม,H:,logon.bat,\\server\profiles\สถนัดหัตถกรรม,2024-12-30 07:11:07,8,True,หยอก,ทอด,ชาว
ภูวฤณ,ถนัดภาษา,ภูวฤณ ถนัดภาษา,ภถนัดภาษา@phscripts.com,ภถนัดภาษา,ภถนัดภาษา@phscripts.com,Marketing,Analyst,HQ,PHscripts,Thailand,เชียงราย,,52440,726/0 ซ.ราชมณี,054-347729,+66 (0) 902 073 946,15384,max.mustermann@phscripts.com,Analyst in Marketing,2024-04-16 15:59:41,2025-04-15 15:59:41,2024-04-21 15:59:41,,True,True,SMTP:ภถนัดภาษา@phscripts.com;smtp:ภูวฤณ.ถนัดภาษา@alias.phscripts.com,ภถนัดภาษา,512,Contractor,ภถ,TC777,\\fileserver\home\ภถนัดภาษา,H:,logon.bat,\\server\profiles\ภถนัดภาษา,2025-03-30 15:59:41,2,True,บาด,ก้าง,วินโดวส์
